alpha_max,3.000000
beta_max,1.000000
0.000000,0.047131,0.092213,0.142418,0.185451,0.234631,0.272541,0.312500,0.355533,0.409836,0.467213
0.406890,0.387807,0.356481,0.327357,0.292520,0.273719,0.302920,0.352357,0.399360,0.451691,0.496465
0.454201,0.444595,0.425845,0.405507,0.378227,0.348284,0.325794,0.348514,0.398335,0.446440,0.498924
0.467264,0.461706,0.455789,0.438986,0.425231,0.393033,0.361988,0.355046,0.398719,0.451460,0.499974
0.477894,0.473156,0.462679,0.450692,0.440471,0.421670,0.389805,0.362859,0.397413,0.450461,0.495338
0.476486,0.478023,0.472746,0.461911,0.451101,0.434221,0.409196,0.379636,0.399590,0.452459,0.498591
0.483274,0.479764,0.477254,0.468776,0.459273,0.447080,0.423770,0.392418,0.400359,0.449411,0.506276
0.487756,0.486629,0.479431,0.472592,0.468033,0.451409,0.436450,0.411603,0.403074,0.451383,0.496055
0.489959,0.483914,0.478304,0.476998,0.472669,0.458402,0.441880,0.418545,0.402587,0.446337,0.492520
0.489011,0.484273,0.477254,0.478432,0.474027,0.460963,0.450743,0.430840,0.403945,0.447695,0.501972
0.490676,0.492905,0.483658,0.479303,0.475487,0.466112,0.457300,0.434401,0.407326,0.449411,0.496516
