alpha_max,3.000000
beta_max,1.000000
0.000000,0.051230,0.108607,0.158811,0.214139,0.266393,0.328893,0.388320,0.442623,0.489754,0.532787
0.264242,0.237141,0.218135,0.200538,0.209785,0.250564,0.301844,0.350973,0.398796,0.448873,0.500999
0.365010,0.334887,0.301127,0.272669,0.246798,0.258478,0.302459,0.349027,0.398002,0.452075,0.502946
0.415113,0.388730,0.360758,0.328458,0.288217,0.272772,0.299488,0.350487,0.398617,0.450256,0.501204
0.433965,0.420671,0.392264,0.367111,0.330891,0.297976,0.307403,0.351793,0.398105,0.450205,0.500717
0.448335,0.436911,0.418596,0.397874,0.358632,0.323899,0.308171,0.352305,0.402510,0.446004,0.498463
0.461373,0.449078,0.437449,0.414011,0.383709,0.346568,0.323181,0.350692,0.399744,0.451178,0.499308
0.464549,0.458069,0.442930,0.423873,0.399974,0.366368,0.331685,0.349103,0.401281,0.451742,0.499052
0.467418,0.462321,0.453458,0.438371,0.414498,0.377766,0.342239,0.350666,0.395287,0.449539,0.502433
0.473617,0.466906,0.457223,0.445338,0.422336,0.392290,0.356532,0.356583,0.397515,0.450051,0.498668
0.472772,0.470517,0.465369,0.452254,0.432249,0.399001,0.372669,0.354431,0.402331,0.450333,0.501895
