alpha_max,3.000000
beta_max,1.000000
0.000000,0.050205,0.092213,0.140369,0.186475,0.233607,0.272541,0.312500,0.356557,0.412910,0.467213
0.221593,0.200102,0.183683,0.175615,0.202459,0.248079,0.299027,0.351204,0.397515,0.456096,0.500512
0.312551,0.282659,0.259144,0.230917,0.224693,0.253099,0.299949,0.347541,0.401127,0.451358,0.496337
0.374283,0.346004,0.308786,0.274206,0.257787,0.257941,0.300640,0.351716,0.400205,0.451101,0.501972
0.406455,0.384810,0.351153,0.317162,0.283120,0.272259,0.303560,0.348489,0.400026,0.453330,0.501870
0.429022,0.404175,0.378689,0.348233,0.312551,0.283786,0.305046,0.352408,0.400897,0.450948,0.496670
0.441931,0.422259,0.402357,0.373053,0.338422,0.305097,0.305123,0.350871,0.401358,0.448053,0.505174
0.452690,0.437398,0.421465,0.392853,0.354585,0.323668,0.310297,0.349846,0.400026,0.448309,0.498873
0.456352,0.444006,0.429841,0.403330,0.372541,0.332992,0.318545,0.352254,0.398950,0.452433,0.501153
0.460041,0.451870,0.435502,0.418417,0.391163,0.350794,0.318443,0.352536,0.398566,0.452280,0.498873
0.468750,0.459452,0.444211,0.426844,0.398975,0.361757,0.331276,0.353893,0.403381,0.446030,0.496952
