alpha_max,3.000000
beta_max,1.000000
0.000000,0.050205,0.092213,0.140369,0.186475,0.233607,0.272541,0.312500,0.356557,0.412910,0.467213
0.000000,0.050205,0.092213,0.140420,0.186475,0.233607,0.272541,0.312500,0.356557,0.412910,0.467213
0.020748,0.065958,0.106634,0.152459,0.199334,0.242802,0.279995,0.318007,0.359913,0.414524,0.467213
0.109119,0.146183,0.179585,0.217111,0.253151,0.287551,0.316983,0.342649,0.380456,0.424078,0.467213
0.199769,0.229585,0.250640,0.278842,0.305610,0.332941,0.354559,0.371952,0.394928,0.431173,0.467213
0.268468,0.284426,0.304508,0.328023,0.348847,0.364728,0.380379,0.390523,0.409503,0.439600,0.467213
0.311655,0.327177,0.338627,0.356506,0.371516,0.389165,0.398899,0.408940,0.418340,0.441803,0.467213
0.344134,0.353945,0.368673,0.383453,0.389293,0.405533,0.408376,0.414677,0.426101,0.445415,0.467213
0.362218,0.373233,0.384375,0.394467,0.404944,0.415471,0.418955,0.423668,0.431250,0.450051,0.467213
0.379688,0.391368,0.392162,0.405610,0.414908,0.424846,0.426409,0.424872,0.432403,0.450564,0.467213
0.394826,0.403458,0.406814,0.415830,0.420645,0.426486,0.425897,0.427561,0.431814,0.451972,0.467213
