alpha_max,3.000000
beta_max,1.000000
0.000000,0.050205,0.092213,0.140369,0.186475,0.233607,0.272541,0.312500,0.356557,0.412910,0.467213
0.194621,0.223053,0.246030,0.281583,0.305917,0.335784,0.352203,0.369339,0.396670,0.432787,0.467213
0.361270,0.376819,0.382992,0.393673,0.406609,0.414267,0.420876,0.419493,0.430482,0.448386,0.467213
0.417418,0.423719,0.421670,0.430020,0.435400,0.439600,0.438012,0.436091,0.439472,0.452024,0.467213
0.435656,0.441393,0.443519,0.447054,0.448540,0.449693,0.446337,0.443468,0.442495,0.454022,0.467213
0.452843,0.450768,0.449846,0.456045,0.457505,0.458017,0.453714,0.446158,0.445569,0.456967,0.467213
0.459631,0.458632,0.457787,0.462423,0.461732,0.461014,0.454918,0.450461,0.448079,0.457095,0.467213
0.468878,0.470261,0.465830,0.466522,0.464549,0.467802,0.458735,0.449513,0.449488,0.458248,0.467213
0.468648,0.468878,0.468417,0.467572,0.469288,0.468007,0.460425,0.452894,0.450026,0.459477,0.467213
0.469903,0.475179,0.465702,0.472387,0.471030,0.469826,0.461475,0.452203,0.449257,0.458940,0.467213
0.476844,0.478381,0.470133,0.471107,0.469826,0.468315,0.462013,0.454611,0.449232,0.458248,0.467213
