alpha_max,3.000000
beta_max,1.000000
0.000000,0.051230,0.108607,0.158811,0.214139,0.266393,0.328893,0.388320,0.442623,0.489754,0.532787
0.000794,0.051998,0.109426,0.159631,0.214677,0.266778,0.329098,0.388397,0.442982,0.489728,0.532787
0.089857,0.131942,0.177920,0.225307,0.267111,0.310809,0.364063,0.415010,0.462346,0.499027,0.532787
0.218212,0.249257,0.283453,0.316624,0.346107,0.375026,0.415984,0.453151,0.489293,0.512679,0.532787
0.297029,0.316009,0.344083,0.368443,0.393058,0.415676,0.444416,0.479662,0.501793,0.518571,0.532787
0.343007,0.360579,0.379713,0.398591,0.417597,0.435784,0.464191,0.489191,0.510784,0.523335,0.532787
0.372285,0.387935,0.409477,0.424129,0.437526,0.450282,0.478484,0.501383,0.518904,0.525871,0.532787
0.392777,0.406429,0.420159,0.431096,0.450897,0.464447,0.486117,0.504278,0.522746,0.527331,0.532787
0.403868,0.416650,0.439037,0.443519,0.458427,0.469057,0.491393,0.510169,0.523412,0.530123,0.532787
0.415856,0.427792,0.441573,0.452843,0.466470,0.477818,0.497515,0.512039,0.526819,0.530584,0.532787
0.420441,0.433991,0.450589,0.458069,0.471619,0.476511,0.501101,0.514139,0.529252,0.530225,0.532787
